,CH0,CH1,CH2,CH3,CH4,CH5,CH6,CH7,Pose
2343,16865.1299423598,18128.34031263959,19235.488543547708,18937.82298296358,16909.121030892322,17411.934351516436,14778.295190490573,13114.062710958679,2.0
2344,17164.679598815754,18418.616843950054,19520.687660069343,19232.49908205359,17236.55261322779,17740.65644180934,15140.875998656986,13474.598345210548,2.0
2345,17371.66138162907,18614.742808176692,19711.312255251294,19431.81785491277,17470.3969840286,17975.112900964985,15420.037391577052,13762.137913966413,2.0
2346,17018.155995748915,18240.222895578627,19321.664441436966,19049.914179788684,17132.0747375213,17630.90844398971,15142.169568960217,13518.684321115337,2.0
2347,16289.890306380525,17477.38194749019,18530.04533474197,18265.177224168976,16402.12951868535,16886.213891543677,14484.617120947287,12923.381054858104,2.0
2348,15592.68934802374,16741.879934351455,17759.611746009257,17499.325717972402,15688.468882039653,16154.28632322745,13833.13358111985,12338.449179945324,2.0
2349,15077.674863202152,16195.366418227275,17182.470454524766,16924.60319980589,15152.017405888677,15601.802007646504,13332.837941908074,11888.019706216332,2.0
2350,15030.430501286539,16129.665213827342,17098.243720298244,16843.071129454907,15093.952212994463,15535.13404926773,13290.032634134675,11867.720200886457,2.0
2351,15244.268780125481,16341.65038283058,17308.072963320905,17056.336132066335,15315.041005838919,15756.961811853169,13513.056904473424,12084.965051120098,2.0
2352,15520.854305094148,16627.770932964377,17603.980057651268,17355.249445044254,15609.65032715678,16058.370731047251,13802.606772937901,12352.410050693832,2.0
2353,15781.856838077209,16901.493871589046,17891.00750143301,17643.834614425276,15888.301105971865,16345.169825405497,14074.243398040728,12599.789397339775,2.0
2354,15823.606630072485,16948.94469986145,17945.295853959888,17698.979432488934,15940.381666023644,16401.279166834534,14130.471537182617,12648.70011333712,2.0
2355,15598.648799796096,16720.142008907897,17713.68084081023,17467.357992276957,15714.154074243546,16172.9806021781,13916.75891906958,12447.253342270096,2.0
2356,15221.427197523884,16334.666045063095,17319.77703331862,17071.810605445004,15324.238759647738,15777.400163846834,13535.585010600575,12085.753354758168,2.0
2357,14962.575684862462,16070.349812787501,17048.01157920847,16796.435605071798,15045.683348306278,15493.650464353175,13248.284515950463,11808.850424921286,2.0
2358,14989.060296040403,16096.185910121096,17071.30247799715,16817.012295640463,15059.578860463398,15505.540749579379,13247.278075481492,11807.273500841731,2.0
2359,15207.77902594909,16322.68968960461,17303.934111204595,17047.903147345838,15277.005407604473,15725.86698382563,13442.85965245423,11986.74847828216,2.0
2360,15563.169980467237,16690.338971577916,17683.352139530398,17426.451746599632,15640.44861068681,16095.107148311965,13785.051575894253,12306.14661566371,2.0
2361,15804.382713685749,16944.98234231855,17951.341054011235,17694.014815458937,15893.411037067497,16354.708804860034,14023.68178443707,12523.90074380928,2.0
2362,15893.828055869639,17045.2256868286,18062.138273790646,17803.653702112188,15988.915156017429,16455.57764640319,14108.225410597655,12593.551588596705,2.0
2363,15903.350744723575,17059.908894522418,18081.684304178805,17821.680161042936,15998.076896185981,16466.77624536141,14110.73213493278,12591.2359350426,2.0
2364,15864.62547552445,17021.18134656222,18043.08191845043,17781.989108254973,15956.159964901328,16424.308526837147,14069.06382082708,12554.153000303848,2.0
2365,15821.287352547644,16978.69876079601,18000.73068193177,17737.805036341673,15906.390884981449,16374.054383105897,14012.739213040222,12498.601490662983,2.0
2366,15830.375658865452,16990.344163643393,18013.572188348593,17748.624402546135,15908.844194071968,16376.74569986293,14002.857886513779,12484.271380555278,2.0
2367,15902.67756448777,17065.69535049472,18091.190914351362,17825.161087495144,15979.20845730908,16448.21442067711,14064.321250631916,12540.455002762083,2.0
2368,15954.028551843452,17121.31066365953,18150.13620663344,17883.114293560055,16030.991077761926,16501.687109879607,14107.437744391576,12576.427330947516,2.0
2369,16017.622604592418,17186.694178654343,18217.262866919853,17950.020474435794,16096.167734266857,16567.67924934252,14170.64264327575,12636.793308127051,2.0
2370,16031.631974796559,17200.71882231797,18231.53644809855,17964.358069500704,16110.540496567406,16582.111288503755,14185.578394613049,12651.436785125807,2.0
2371,16024.072932802768,17190.895155800983,18219.76307258896,17953.050611700215,16102.557913614111,16573.177511181017,14180.851951539253,12650.147272734142,2.0
2372,16049.661247466514,17213.49956072817,18239.914159578915,17974.295880142505,16129.693197475834,16599.372001364765,14214.329811695268,12687.96533008366,2.0
2373,16065.635427536585,17228.099515655424,18253.578196140323,17989.04880508869,16148.451720776364,16618.042142643124,14237.178196035866,12711.08309787704,2.0
2374,16067.592382182835,17228.659134823803,18253.14040259976,17989.643787229797,16152.809462839188,16622.33072170371,14244.837282425138,12718.039539002253,2.0
2375,15991.219442352336,17146.564021137812,18166.765845082195,17905.326305685296,16079.98596526762,16547.931471883414,14187.283062879247,12669.354877410831,2.0
2376,15820.330297666656,16965.350784834733,17977.06311999283,17717.95283853414,15909.391042385469,16373.506764370319,14038.183480451671,12537.53639627482,2.0
2377,15617.135587791428,16746.900338228963,17745.494971301116,17489.083299914044,15703.555916080015,16161.452457183894,13859.914895453396,12384.688190300085,2.0
2378,15316.99012324406,16431.04925459459,17414.812083700523,17160.8028862053,15396.79519463414,15847.53288677913,13574.926295842502,12123.667889917962,2.0
2379,15156.399566424932,16254.328024300801,17223.09378979376,16972.596436397933,15232.97138861624,15676.872083087537,13434.656410410746,12006.027169727977,2.0
2380,15112.48076589699,16198.361837793771,17156.563229239368,16910.249360639547,15192.721589218449,15632.531225206716,13416.529653053827,12002.194766242143,2.0
2381,15152.27929917604,16229.104501006079,17180.457534022476,16939.18966192686,15242.876034663297,15680.952334075246,13490.13022427721,12084.61134506464,2.0
2382,15189.160534738932,16257.411676603982,17203.156734557844,16967.334406712707,15293.37052380254,15730.333603150462,13567.981583275257,12171.311035245466,2.0
2383,15077.22036638095,16132.40500425919,17068.896707435968,16838.969122457085,15194.272687863173,15627.93287960902,13508.058450010709,12131.040613298503,2.0
2384,14737.379296144329,15773.185410346197,16693.553827935702,16468.96782778712,14858.601565313078,15285.05895404181,13217.250359771848,11872.036734902538,2.0
2385,14276.162429333495,15281.694480701872,16176.090866205055,15957.555264365354,14394.481284208981,14808.723355185417,12812.873657051536,11519.041003332492,2.0
2386,13862.072391840577,14834.120357364996,15698.663071025057,15485.977865204333,13973.620775836689,14373.507989706668,12450.289594622616,11210.718406208409,2.0
2387,13573.800635208623,14516.229605114131,15353.784980928609,15146.721384962852,13679.73615201246,14066.54204322158,12202.213255780816,11005.664537278653,2.0
2388,13497.536569731503,14417.900317256526,15236.085940336552,15035.059859967372,13605.517304387951,13983.89058106904,12162.952154630862,10992.318390952043,2.0
2389,13675.21878936613,14582.196743096685,15389.636726459552,15195.243073369476,13795.292276323586,14170.69167118439,12379.409642580864,11217.505735841964,2.0
2390,13804.736242565687,14700.46669404856,15500.776997052548,15314.561172456526,13946.412090793727,14320.66262304804,12567.232482180985,11414.912334239229,2.0
2391,13741.428915733248,14623.543998225798,15415.086475739463,15236.665948645114,13902.095044061862,14273.781172539973,12566.399432589365,11430.779868198924,2.0
2392,13501.07114068357,14360.70399132199,15134.894475473891,14963.567278612763,13671.02256724193,14034.908174735518,12387.748486026636,11284.837513853576,2.0
2393,13045.162550003557,13870.419244680568,14615.650088901837,14451.700387366694,13214.95225796477,13564.518235540203,11998.671364615635,10950.390561002294,2.0
2394,12455.256202948789,13237.54909729269,13945.243507341487,13789.3192599465,12618.364757401085,12949.209928175855,11478.656584730134,10500.185689328348,2.0
2395,11833.467939091699,12572.501690536148,13241.886426659285,13094.626706250305,11990.257643180204,12302.007770691205,10924.926808618662,10015.705159766514,2.0
2396,11596.990473217626,12305.61679369952,12947.762473398121,12808.358070477288,11753.711096688878,12053.013683652156,10737.645937519286,9868.875848721766,2.0
2397,11694.23491758844,12394.086954998736,13028.077365330575,12893.714878671202,11858.063283200989,12155.526952173073,10853.366990919467,9982.587275964204,2.0
2398,11893.770458863275,12591.262068558179,13224.421333233127,13095.853628587292,12074.707733472338,12374.570740728248,11081.418543149717,10200.419435621265,2.0
2399,12013.028090549398,12703.045622578624,13332.866543346276,13212.221075636158,12217.88400703326,12518.921353181026,11259.404018457391,10382.979002623082,2.0
2400,11763.22153880645,12435.371002453494,13053.277791878543,12940.898898018175,11986.741084817639,12283.162302222967,11083.238647436656,10233.808486577369,2.0
2401,11327.56215021268,11967.62909317692,12559.890795439427,12455.4005837667,11556.43950103529,11840.496832245572,10721.829600483083,9923.680611062871,2.0
2402,10866.528407829395,11464.91024812543,12021.437036566222,11924.860953898564,11091.237262818213,11357.857117961674,10332.278703533031,9599.630121316395,2.0
2403,10416.367100445861,10972.461210307285,11491.333439741558,11402.516065763706,10633.30582496475,10881.574224241094,9943.971628783323,9275.410376097949,2.0
2404,10199.649013227505,10726.807324259757,11218.838372990565,11136.220307871183,10411.619960730053,10647.493771456193,9764.047054744377,9133.39420162613,2.0
2405,10314.555051587891,10833.72643065513,11317.840937171748,11239.138802233303,10529.136895797868,10762.970612959729,9887.696108151264,9256.673695721234,2.0
2406,10573.222835973444,11098.537345137413,11588.28337758066,11512.441572195054,10799.913739403011,11038.71027363471,10148.422224973427,9495.74643477434,2.0
2407,10748.17167513463,11277.716543943905,11773.654552079382,11702.55454147611,10996.189021944963,11240.089300809945,10353.949600614893,9688.909729555024,2.0
2408,10738.611881084802,11264.863655424153,11761.175047570576,11695.093494669314,11005.142490840572,11250.732302350945,10389.149484776104,9727.860344412044,2.0
2409,10443.179799690177,10952.509500050366,11435.914099659389,11375.069081287496,10717.108984590339,10957.304217951794,10146.181919390416,9513.083481052709,2.0
2410,9908.698981507174,10385.677627331639,10841.433632009688,10787.88859244753,10182.734020494936,10410.334501078041,9682.205018739476,9104.70735880607,2.0
2411,9527.663422183165,9970.407489703346,10395.67641004703,10348.542512560241,9795.531705388801,10009.06196295185,9356.96987961019,8834.101561820638,2.0
2412,9376.096219967081,9798.178370948155,10203.666247636995,10159.89781897529,9637.31016473735,9841.287876154847,9226.691188079256,8732.410518260425,2.0
2413,9497.542356954138,9917.870257522914,10320.130729091601,10276.43724647036,9754.180358034931,9957.038459775897,9333.267048312775,8833.86121009141,2.0
2414,9815.876664158775,10250.259850749666,10664.021911988399,10618.512362425157,10075.435001914459,10284.893497056908,9622.047504479768,9092.958772239968,2.0
2415,10074.741685471492,10524.868697661308,10953.348954589437,10907.216536379752,10345.246621294731,10562.697122562007,9868.845602217734,9311.644004767573,2.0
2416,10202.517439689851,10662.022249613425,11100.656082533802,11055.319499754782,10485.968438184487,10709.044087359083,10006.27010605689,9434.880582963133,2.0
2417,10082.56968232913,10538.880344330222,10976.603859784898,10933.214970982528,10373.234300222153,10595.674807435398,9910.964409736778,9347.774412795306,2.0
2418,9847.274825005457,10286.977717659416,10711.5957065514,10671.833348526943,10139.17588382426,10354.748043756133,9713.889728946784,9180.878620365409,2.0
2419,9526.880649721146,9948.194378365846,10356.837553215923,10319.772628886423,9813.810288806622,10020.988243611931,9421.22961864638,8920.699273410104,2.0
2420,9326.800738587923,9735.418904285334,10131.842991925503,10095.897416322496,9606.156280750525,9806.819582618238,9229.211208547891,8749.657217511596,2.0
2421,9372.523439699185,9784.547775759745,10182.500610538806,10144.923187087652,9647.49073446563,9848.808648754079,9258.259921688681,8771.838907239047,2.0
2422,9550.480353510833,9976.926769179549,10386.488481978304,10345.221659896648,9822.602979265463,10029.1611569212,9399.669929834376,8887.291977205123,2.0
2423,9906.281175130272,10346.433688834786,10768.208083181362,10724.957654285956,10182.740531351457,10395.550875916619,9734.283344512847,9197.704645691907,2.0
2424,10079.146358915146,10530.864083283639,10963.712368708395,10919.030920171437,10361.63817412251,10580.094908722696,9898.034517573296,9343.85894559202,2.0
2425,10077.202679973145,10532.79827803008,10970.045632844769,10925.024886670952,10363.356110417346,10583.750659352427,9898.92569033386,9341.128320490698,2.0
2426,9972.532246328656,10427.054645571017,10863.691736647539,10818.61161122691,10258.746327758157,10478.245797595562,9800.096459941147,9247.21535859517,2.0
2427,9845.473471591158,10294.59906368884,10726.239849363335,10681.632399438082,10129.451853388253,10345.993632267619,9681.255375435354,9139.882756650302,2.0
2428,9799.951233421509,10245.139060349737,10672.963665281459,10628.53101014144,10081.148109283244,10295.507054873502,9638.59476794308,9104.794303561912,2.0
2429,9820.757768669126,10266.96767490224,10694.960481250197,10649.444578367295,10098.400676565188,10312.67605339846,9649.993340751344,9114.523267746368,2.0
2430,9871.726476047577,10321.352813386971,10751.936275283186,10705.504874858407,10148.350370096545,10363.785311967878,9691.538979648942,9150.32425276587,2.0
2431,9968.114892876283,10422.56746446396,10857.107917300198,10809.770539907526,10245.49781179538,10462.844637060432,9779.32651236599,9230.241460826177,2.0
2432,10076.192456523697,10534.402918123647,10972.733385614267,10924.586989665404,10355.276154045818,10574.617669984344,9883.972502822739,9328.952623014715,2.0
2433,10062.92766262664,10522.48033585377,10962.063164389307,10913.468500134419,10341.507798177789,10561.326788759867,9867.440916279369,9310.60863963389,2.0
2434,10073.601675418715,10531.409496288294,10969.536898331604,10921.362064025374,10352.251853851041,10571.32365144521,9880.79063659472,9326.798463890165,2.0
2435,10059.037643341495,10517.98937911624,10956.841112102733,10908.208169409938,10337.338300826055,10556.634950259253,9863.297076067782,9307.585033623136,2.0
2436,10063.98067117046,10523.9226843379,10963.678742733953,10914.765283096305,10342.416499924797,10562.068600079368,9866.006722585758,9308.272771999154,2.0
2437,10069.124528495186,10529.028907464322,10969.035919047568,10920.486317914521,10349.058159884458,10568.99962270479,9874.34352405779,9316.385631755727,2.0
2438,10014.320241539126,10472.23556507485,10910.97211258426,10863.369054163475,10296.081094403722,10515.608646581837,9828.31327564898,9273.773981756143,2.0
2439,9854.607716174147,10307.776997939836,10742.656179763228,10696.339952176362,10137.060488897569,10354.366043629492,9680.631998874554,9134.69452057187,2.0
2440,9723.84012361598,10169.150280793545,10597.21915982305,10552.389354392388,10005.400112903,10218.993772349815,9563.504118204715,9030.512669094867,2.0
2441,9648.196565225522,10086.119314345995,10507.402102069087,10463.971765755494,9928.136902835324,10138.535251342906,9497.909282479905,8975.443523457376,2.0
2442,9632.493216063576,10066.613937324744,10484.304227143733,10441.982168703422,9912.448897119035,10121.500065096418,9487.822451936689,8969.195354796486,2.0
2443,9667.060347377073,10101.670224273383,10519.579181817006,10477.891402609981,9948.64529034485,10158.357890433574,9522.061751119729,8999.8389277299,2.0
2444,9821.306400601508,10257.869245093952,10677.834842287335,10637.258545882478,10107.823278206131,10319.401228061144,9679.972710709486,9151.341653322888,2.0
2445,9900.944107155537,10340.078351657074,10762.645492454943,10722.736667620633,10191.852263279261,10405.229549120393,9762.012734141095,9226.733479950812,2.0
2446,9872.767110677054,10307.391951892761,10726.619123021665,10688.328471684845,10166.265342768818,10378.389352916207,9746.79758032011,9216.900979627153,2.0
2447,9756.297284093676,10179.09685122681,10588.481263438645,10553.089439760206,10051.626451020295,10259.369051362706,9656.306006763267,9144.246374483102,2.0
2448,9568.107568995476,9973.386982834683,10367.948335215682,10336.235495022911,9863.430441160202,10064.046936387,9500.57269731647,9015.151987416306,2.0
2449,9345.25626307795,9731.6781672035,10110.309830402777,10082.581696836412,9640.303793516407,9832.927216998089,9310.925905822129,8853.605010319772,2.0
2450,9257.091327843837,9631.360199541003,9998.720138178891,9973.619675730104,9550.102906997554,9737.646413088658,9236.861900461492,8794.433002808553,2.0
2451,9352.713771740124,9725.239294634099,10090.513848194836,10066.480987526125,9646.650231794187,9833.961793556417,9331.592504459863,8886.157643802995,2.0
2452,9469.379803487645,9846.811356495411,10216.494860326275,10192.887800204198,9768.088164898814,9958.426877809847,9443.957174886915,8985.804277025838,2.0
2453,9537.679936725903,9919.55141830129,10293.861722638161,10270.9503466394,9842.415149593633,10035.736880743649,9513.471528066077,9044.804857977728,2.0
2454,9516.829594996605,9895.62439674857,10268.613716865953,10248.065667557046,9828.704608908109,10021.939029105291,9511.920491464018,9046.131479720585,2.0
2455,9322.357724225176,9688.706363973506,10051.971328413876,10034.890604992512,9639.101346222476,9827.793884955056,9351.734620640442,8905.020938608974,2.0
2456,9047.012301587312,9391.955643705118,9737.06879269053,9724.551115903916,9363.954021930733,9543.94385366478,9117.461552511313,8702.723628888305,2.0
2457,8820.016879818255,9140.75448242508,9464.592327535596,9457.502735969105,9135.987110558035,9306.119623726927,8932.285584509633,8552.254862123342,2.0
2458,8637.512496360072,8938.951446846193,9245.126096207767,9242.942392247218,8953.049216323649,9115.295258748763,8781.434001136568,8427.484703284068,2.0
2459,8629.021195556317,8924.61103490195,9224.980415755756,9225.145296933073,8946.32566480338,9106.231092191752,8781.652929893111,8432.02414580844,2.0
2460,8816.769976189795,9121.010987994665,9428.247302307296,9427.52640430682,9136.458656208635,9299.834332990577,8951.485678360163,8583.03727639441,2.0
2461,9009.06490110178,9324.235391214223,9641.431438273536,9639.87858881642,9334.55777155115,9503.22302270274,9131.719252073342,8742.643387825894,2.0
2462,9040.610962100678,9358.19227587519,9678.562963138718,9678.154495767712,9372.689601170403,9543.738065824191,9171.96295997646,8777.305742517892,2.0
2463,8877.901853587378,9185.417160091116,9498.505076823638,9502.129177732006,9218.036159401867,9386.225842703607,9046.244130435329,8667.02244726284,2.0
2464,8549.965434983893,8835.983653680243,9131.339937831244,9140.70675677805,8893.793172083413,9053.594327492747,8767.791265537582,8420.838656673344,2.0
2465,8299.609086646231,8559.559071326663,8832.539167409226,8847.743322704911,8643.222025748772,8792.603851416998,8564.1148293077,8253.951589046299,2.0
2466,8102.830734673598,8342.065709742314,8596.188957413291,8615.754483333369,8443.393119960709,8584.034822464979,8395.30139597872,8112.327944530086,2.0
2467,8135.320962330343,8369.84638215996,8618.474208145155,8638.716215753539,8471.726550101865,8610.428681172561,8423.183767921737,8142.192954904515,2.0
2468,8232.459891946135,8477.991236401045,8735.332050930836,8753.305687549748,8567.474676601252,8710.992756553665,8494.281769371692,8192.911255954748,2.0
2469,8381.041153858652,8639.521466360993,8908.37974209881,8924.62633489185,8719.082177936609,8868.688520326517,8622.438427791189,8298.804669763285,2.0
2470,8563.720851568989,8831.645700005552,9109.996138041617,9125.71721606088,8908.646010718965,9063.563429944545,8802.112955710412,8463.189728315218,2.0
2471,8518.55246813671,8783.413044951574,9060.4354491624,9078.119401275933,8869.228996396103,9023.897089566735,8775.04848315211,8440.625651600181,2.0
2472,8344.092366402389,8589.805560049022,8851.486362053682,8874.803540353918,8699.920913875862,8848.115752258691,8646.745851976582,8340.919550724027,2.0
2473,7932.308618136654,8154.978299185129,8396.976933211576,8426.299310341215,8289.981874873256,8429.338715808539,8282.776850587397,8011.268794832142,2.0
2474,7706.3532295231225,7910.605980255183,8135.2916752464635,8168.0898862194435,8058.576263296666,8189.781469306075,8077.158356713111,7830.395245020517,2.0
2475,7727.415120682228,7927.267268491183,8146.201597025501,8178.76871907442,8072.950446319056,8201.54384640839,8089.36415242164,7845.8116790648,2.0
2476,7907.413073969844,8113.983502669029,8337.514980414306,8367.874227699405,8249.288537493923,8380.349058186228,8245.619487894806,7989.217179391705,2.0
2477,8080.139791580698,8301.202791873653,8537.046726330216,8564.408984692816,8422.05426619612,8559.247936814461,8389.897984326417,8110.576352079262,2.0
2478,8208.213893851718,8440.610319112551,8686.943224745597,8712.713710613238,8553.832175112591,8696.228046570379,8503.722006270074,8207.343811489132,2.0
2479,8214.84497551417,8450.16310652998,8700.533657095382,8727.120217769663,8567.357619635144,8711.81397356367,8520.334254475303,8220.831440139827,2.0
2480,8136.8207150910475,8365.211068143335,8610.481401214964,8639.015776525663,8491.802223776533,8633.923358654123,8460.516132269246,8171.890795641745,2.0
2481,7978.983063038482,8192.73246134829,8425.862469936965,8457.972068842953,8335.418735316907,8471.940010617149,8332.210515359468,8065.471131267791,2.0
2482,7773.652694944881,7972.55644674992,8192.301829215992,8228.15959978339,8129.683274092509,8259.970609344096,8152.627110129646,7907.400035929695,2.0
2483,7734.629911682017,7927.533661338865,8141.330894485362,8178.395823650791,8089.145033139101,8216.751392799444,8120.619313086243,7883.484713936006,2.0
2484,7780.924689195396,7978.498971766602,8195.701517587362,8231.391188087766,8133.261127907534,8262.254685385984,8152.331101084485,7907.488376338536,2.0
2485,7887.762724654878,8096.488777801545,8322.8606436419,8355.945723835059,8238.40273627828,8371.457924657756,8234.039805343737,7972.151459318065,2.0
2486,8013.080885099168,8232.792187825484,8468.908431983817,8499.733228404102,8364.07717748499,8501.62767890841,8341.009281871422,8063.091984149481,2.0
2487,8093.6550066781565,8319.881628624893,8562.386689055085,8592.05027464924,8446.816114171417,8587.58827487588,8416.207425063498,8129.599148737484,2.0
2488,8076.272686346374,8301.320397598833,8543.226503436992,8573.310776997527,8430.54188821397,8571.007732601058,8404.216047327971,8120.179774873132,2.0
2489,7999.425157175489,8218.536876597804,8455.544941386384,8487.208956531409,8354.712438025585,8492.99958939988,8341.859322030994,8067.7074263887935,2.0
2490,7858.008587949427,8071.635220264677,8303.195619054119,8335.591828788964,8210.257480819017,8346.04932804623,8205.266024374101,7939.262075205666,2.0
2491,7813.55696689218,8024.01423372607,8252.087267658362,8284.349533389515,8161.827787717384,8295.803290416654,8157.752835462851,7895.781337071311,2.0
2492,7820.129760970793,8030.671431926302,8258.469049054233,8290.532406107444,8167.076708162428,8300.957257098231,8160.830141365123,7898.4781205323825,2.0
2493,7833.681368475407,8047.1588214226795,8277.427002298453,8308.707651907162,8180.214847630489,8315.095374340688,8167.7945354191825,7901.249557467917,2.0
2494,7771.211077150411,7989.222088006952,8223.42073860741,8253.172129535038,8117.002547981992,8253.20779232365,8094.524485606639,7821.525365152457,2.0
2495,7781.801093883441,8002.855287593882,8239.987809838904,8268.60980595792,8127.455560277693,8264.719498019998,8099.064980034723,7821.707860401688,2.0
2496,7788.670090189509,8011.939463260692,8251.452947269305,8279.760462710636,8136.048493512019,8274.35950590592,8107.02888600866,7827.202582826315,2.0
2497,7752.040327081859,7975.475224831047,8215.206685362818,8243.39693443215,8099.211988054401,8237.457461335307,8070.392564038878,7790.825138933881,2.0
2498,7723.806424498214,7946.806661167558,8186.219010894249,8214.341238451045,8070.144191306248,8208.126500942537,8041.871705315707,7762.867149667244,2.0
2499,7695.95214459558,7919.15015857991,8158.491951279671,8186.408711433928,8041.305190978785,8179.082123229879,8012.004507180669,7732.399304110545,2.0
2500,7691.593121217071,7915.1115324950415,8155.105661919102,8183.38069165254,8039.020423239417,8177.131896769117,8012.141797671758,7732.554922724535,2.0
2501,7623.264216728078,7846.51224306849,8086.518802047846,8115.2160542390475,7971.949449065326,8110.209114813509,7948.344857840338,7669.824884659884,2.0
2502,7614.7996180147575,7835.881990246593,8074.263101579898,8103.720043596478,7963.304002282037,8101.070677968463,7943.815793144777,7668.23388620427,2.0
2503,7621.432266649248,7840.303694955488,8076.874455273079,8107.112649992369,7970.397443841643,8107.563347638395,7955.287462512609,7682.628481090555,2.0
2504,7627.155468194418,7844.9911597890095,8080.64301521912,8111.206870545488,7976.5633538191405,8113.416101265364,7963.964412798219,7692.604948598419,2.0
2505,7644.274420719186,7861.319146706812,8096.119572242755,8127.046719751316,7993.843144864902,8130.413894152558,7981.38047877566,7710.425891891857,2.0
2506,7859.253083083839,8076.456743356146,8311.292349150679,8342.392149742325,8209.13678133005,8346.345728697752,8195.087008657516,7922.806530635862,2.0
2507,8004.954625334807,8225.733763272388,8463.682794014892,8494.50585056947,8356.662160354632,8496.176222951226,8339.207623586492,8061.471315441209,2.0
2508,8009.123966396541,8231.547844827826,8471.046794927834,8501.55031595813,8361.082993437849,8501.456777597754,8340.771532878269,8060.125848838113,2.0
2509,8039.571714911889,8258.6235887879,8495.097487591629,8526.278558789645,8390.74890369906,8529.488454939377,8373.904964710418,8097.156542038631,2.0
2510,8083.837583312462,8294.251531480548,8523.522988362472,8556.619961633445,8435.294290044763,8570.681822108942,8433.769052635824,8168.944024012564,2.0
2511,8029.1768434933565,8230.975080712513,8452.616065053906,8488.005876620726,8381.30509359605,8513.752152691704,8395.850784130085,8143.174101680289,2.0
2512,7998.147951115475,8194.92397479231,8411.91055496593,8448.45135795814,8349.369817102404,8479.717465364038,8370.517353629828,8123.811169627237,2.0
2513,8021.004527371281,8216.201607352248,8431.139043547895,8467.983436122366,8370.856192510524,8500.36583343062,8390.737298893695,8144.810077600671,2.0
2514,8135.733431143931,8334.268383736291,8551.661185382734,8587.90514577095,8485.710171886267,8616.47738664271,8497.026933867517,8245.195464723747,2.0
2515,8213.76905585122,8418.430380471018,8641.138604241685,8676.474486051944,8565.10143112275,8698.455286582212,8565.147132220754,8303.872915605558,2.0
2516,8271.947712817102,8479.9650158215,8706.467002238787,8741.819876266083,8627.067613999872,8762.358919861572,8624.648194727302,8358.370878472986,2.0
2517,8223.25472249904,8428.715939549344,8653.644529515725,8690.491261007432,8582.283007832244,8716.890271967111,8588.971461967298,8326.711847582177,2.0
2518,8225.781109653877,8422.688148135787,8640.193598710617,8679.2837835574,8585.903702831862,8717.18516513758,8608.362818093008,8357.87642487021,2.0
2519,8179.5909762154915,8366.484149082218,8574.972489290052,8616.509280517692,8540.670420274279,8668.11240971737,8581.795844745915,8345.230294335024,2.0
2520,8027.83559083884,8203.848531261594,8402.303005151662,8446.509438805693,8388.225773498118,8511.18835713822,8446.131118844321,8223.852959487718,2.0
2521,8029.641474295947,8203.181387613049,8398.88044185272,8443.401099800689,8388.07942097465,8509.800814229924,8446.51404932247,8226.143004273456,2.0
2522,8097.441258435823,8278.334106494889,8479.639184450562,8521.895113500384,8453.811696670866,8578.01543988313,8495.604330092086,8263.559669029648,2.0
2523,8273.592524574877,8461.924343022629,8669.965707276418,8710.648659565855,8631.646913166887,8758.874532011225,8659.393792308168,8415.892380726786,2.0
2524,8335.124034003564,8527.989043638712,8741.054781221745,8781.801594578174,8698.38655794669,8828.102513686235,8722.89376528175,8472.886150123511,2.0
2525,8297.05875262197,8488.742812356606,8701.896924591625,8744.217522695297,8665.61322550484,8795.634330138026,8698.20858324647,8450.294370120531,2.0
2526,8128.374016974732,8313.821865964113,8522.417946241014,8567.105137581273,8500.562942024166,8628.479209845995,8550.235789281194,8311.982357885747,2.0
2527,7956.06082508162,8130.465285500958,8329.696071663666,8376.696453178658,8328.126174044097,8451.36106596801,8397.55286611873,8174.662559519051,2.0
2528,7848.932465406475,8013.1006020413915,8203.04862213867,8251.930314923957,8219.46696464147,8338.332307576697,8305.252613512903,8095.931495682644,2.0
2529,7817.376653899949,7976.321420743634,8160.819774484599,8210.432989262146,8184.692342000761,8301.150490939812,8274.915362943526,8071.361676365629,2.0
2530,7834.700705876759,7996.654301098471,8183.227620351884,8232.162309514133,8201.21545344694,8318.921505207103,8284.835683577272,8076.089102678999,2.0
2531,7868.9125358666915,8039.260278197427,8233.077073808554,8279.937898107442,8234.406695118181,8355.429177600015,8301.937085897593,8080.336587827467,2.0
2532,8020.25590507653,8199.93223825641,8402.457444583491,8447.220236167763,8386.432217053587,8511.562575817556,8438.461766576613,8203.011549920826,2.0
2533,8071.32471010712,8255.441992998076,8462.4303775425,8506.50893371741,8439.48280238383,8566.926298294444,8486.69656323493,8245.049941768002,2.0
2534,8033.003885371675,8212.847135937818,8416.66023542387,8461.93612799134,8402.921851603098,8528.96511766608,8460.40250772013,8225.064269346243,2.0
2535,7907.823853557754,8078.217058876708,8274.405808788239,8321.714278871277,8279.028994449618,8401.6071641511,8355.664392806262,8133.924052082055,2.0
2536,7773.305386923436,7932.864061742709,8119.145674663377,8168.8352568938835,8144.127890784378,8262.33915650759,8238.236517573247,8031.565090799236,2.0
2537,7748.406186006544,7900.461657406065,8080.029726060262,8131.753883332259,8119.9374045814775,8235.321743106015,8227.014974544196,8030.514862705817,2.0
2538,7750.121029749353,7903.3414965209395,8083.602525030413,8135.049983028171,8121.374264020431,8237.128494127566,8225.990211792952,8027.446596721563,2.0
